;Region,Year,;Trigger,;Weak Layer,Depth_inches,;Aspect,Day,Elevation_feet,Vertical_inches,Month
Skyline,2022,Snowmobiler,Facets,24.0,Northeast,25,10400.0,4800.0,2
Skyline,2022,Natural,Facets,24.0,Northwest,23,10300.0,8400.0,2
Skyline,2022,Unknown,Facets,24.0,East,1,10400.0,7200.0,3
Skyline,2022,Snowmobiler,Facets,18.0,Northeast,26,10300.0,4800.0,2
Moab,2022,Natural,Facets,36.0,Northwest,5,11300.0,3600.0,3
Moab,2022,Natural,Facets,36.0,Northeast,5,11200.0,7200.0,3
Uintas,2022,Snowmobiler,Facets,24.0,Northeast,7,10400.0,1800.0,3
Skyline,2022,Snowmobiler,Facets,24.0,Northeast,7,10200.0,2400.0,3
Skyline,2022,Snowmobiler,Facets,24.0,Northeast,7,10000.0,3000.0,3
Uintas,2022,Snowmobiler,New Snow/Old Snow Interface,18.0,North,7,9900.0,600.0,3
Uintas,2022,Natural,Facets,24.0,North,9,9200.0,2400.0,3
Logan,2022,Natural,Facets,18.0,Northeast,9,8700.0,6000.0,3
Logan,2022,Natural,Facets,24.0,Northeast,9,8600.0,7200.0,3
Salt Lake,2022,Natural,Facets,20.0,Northwest,9,7600.0,2400.0,3
Salt Lake,2022,Natural,Facets,20.0,Northwest,9,7800.0,2400.0,3
Logan,2022,Snowmobiler,New Snow/Old Snow Interface,12.0,East,10,9600.0,4800.0,3
Skyline,2022,Snowmobiler,Facets,60.0,Northeast,11,10800.0,4800.0,3
Skyline,2022,Snowmobiler,Facets,36.0,Northeast,11,10500.0,4800.0,3
Skyline,2022,Snowmobiler,Facets,36.0,Northeast,11,10200.0,1800.0,3
Uintas,2022,Snowmobiler,Facets,30.0,North,12,10200.0,3000.0,3
Logan,2022,Skier,Facets,20.0,North,12,8700.0,3600.0,3
Logan,2022,Natural,Facets,24.0,Northeast,8,9500.0,7200.0,3
Logan,2022,Natural,New Snow/Old Snow Interface,12.0,Southeast,9,9500.0,6000.0,3
Salt Lake,2022,Skier,Facets,21.0,Northeast,12,9400.0,3000.0,3
Uintas,2022,Skier,Facets,24.0,Northeast,14,10200.0,3600.0,3
Salt Lake,2022,Skier,Facets,36.0,Northeast,14,9800.0,18000.0,3
Uintas,2022,Snowboarder,Facets,24.0,Northeast,14,9200.0,4800.0,3
Logan,2022,Snowmobiler,Facets,24.0,North,18,9000.0,10800.0,3
Logan,2022,Snowmobiler,Facets,24.0,North,20,8700.0,4200.0,3
Salt Lake,2022,Skier,Density Change,12.0,Northeast,21,10400.0,4800.0,3
Skyline,2022,Snowmobiler,Facets,36.0,Northeast,19,10200.0,4800.0,3
Logan,2022,Natural,Facets,36.0,Northeast,26,8600.0,21000.0,3
Logan,2022,Natural,Facets,36.0,Northeast,27,8400.0,15000.0,3
Skyline,2022,Snowmobiler,Facets,36.0,Northeast,26,10500.0,6000.0,3
Salt Lake,2022,Natural,Unknown,8.0,Northeast,30,9300.0,1800.0,3
Logan,2022,Natural,Facets,24.0,North,27,8900.0,7200.0,3
Skyline,2022,Snowmobiler,Facets,48.0,Northeast,2,10400.0,6000.0,4
Ogden,2022,Unknown,Unknown,9.0,Northeast,5,9200.0,3000.0,4
Salt Lake,2022,Skier,New Snow/Old Snow Interface,18.0,North,12,10200.0,4800.0,4
Salt Lake,2022,Natural,New Snow/Old Snow Interface,5.0,Northeast,15,9100.0,1200.0,4
Salt Lake,2022,Natural,New Snow/Old Snow Interface,5.0,North,15,9000.0,1200.0,4
Logan,2022,Unknown,New Snow/Old Snow Interface,20.0,North,16,9200.0,9600.0,4
Uintas,2022,Natural,Facets,96.0,Northeast,11,10500.0,6000.0,4
Salt Lake,2022,Natural,Density Change,18.0,Northeast,23,10600.0,7200.0,4
Salt Lake,2022,Unknown,Unknown,8.0,Northeast,24,10500.0,6000.0,4
Skyline,2022,Natural,Facets,42.0,Northeast,20,10100.0,5400.0,4
Salt Lake,2022,Skier,New Snow/Old Snow Interface,24.0,North,25,10200.0,4800.0,4
Salt Lake,2022,Natural,Ground Interface,42.0,Northeast,22,9800.0,9600.0,5
Salt Lake,2022,Skier,Density Change,4.0,Northeast,23,9500.0,3600.0,10
Salt Lake,2022,Skier,Density Change,10.0,North,3,10200.0,3600.0,11
Skyline,2022,Snowmobiler,Facets,54.0,Northeast,12,10200.0,9600.0,3
Salt Lake,2022,Skier,New Snow/Old Snow Interface,24.0,Northeast,9,9600.0,1800.0,11
Uintas,2022,Skier,New Snow/Old Snow Interface,16.0,Northwest,12,9500.0,1200.0,11
Salt Lake,2022,Skier,Unknown,8.0,Northeast,16,10600.0,6000.0,11
Salt Lake,2022,Skier,New Snow/Old Snow Interface,12.0,North,29,8600.0,360.0,11
Salt Lake,2022,Skier,Facets,16.0,East,29,9300.0,480.0,11
Salt Lake,2022,Natural,Facets,20.0,Northeast,30,10100.0,3000.0,11
Salt Lake,2022,Natural,New Snow,12.0,Northeast,1,9000.0,3000.0,12
Salt Lake,2022,Skier,Facets,36.0,Northeast,2,9400.0,4800.0,12
Salt Lake,2022,Skier,Facets,15.0,North,2,9600.0,1200.0,12
Salt Lake,2022,Skier,Facets,15.0,North,2,9600.0,1200.0,12
Salt Lake,2022,Natural,Facets,20.0,West,1,8000.0,720.0,12
Skyline,2022,Natural,Facets,18.0,Northeast,2,10300.0,8400.0,12
Salt Lake,2022,Skier,Facets,14.0,Northeast,2,8200.0,240.0,12
Logan,2022,Snowmobiler,Facets,30.0,East,2,9500.0,8400.0,12
Logan,2022,Unknown,Surface Hoar,12.0,East,2,6500.0,600.0,12
Logan,2022,Natural,Facets,36.0,East,3,9400.0,7200.0,12
Salt Lake,2022,Unknown,Facets,14.0,North,2,8400.0,3000.0,12
Moab,2022,Natural,Facets,18.0,Northwest,2,11500.0,8400.0,12
Salt Lake,2022,Skier,Facets,36.0,Northeast,3,9100.0,9600.0,12
Uintas,2022,Natural,Facets,30.0,East,3,9800.0,3600.0,12
Skyline,2022,Snowmobiler,Facets,20.0,Northeast,4,10600.0,1200.0,12
Salt Lake,2022,Unknown,Facets,48.0,East,3,9700.0,6000.0,12
Uintas,2022,Unknown,Facets,24.0,Northeast,4,10000.0,1200.0,12
Salt Lake,2022,Skier,New Snow,10.0,East,5,9600.0,2100.0,12
Salt Lake,2022,Skier,Facets,36.0,East,5,9700.0,4800.0,12
Salt Lake,2022,Unknown,Facets,12.0,East,6,9900.0,7200.0,12
Salt Lake,2022,Natural,New Snow/Old Snow Interface,14.0,Northeast,6,9700.0,5400.0,12
Logan,2022,Unknown,Surface Hoar,12.0,West,2,7400.0,2400.0,12
Salt Lake,2022,Unknown,Facets,12.0,West,6,7500.0,2400.0,12
Moab,2022,Natural,Facets,48.0,Northeast,7,11600.0,3600.0,12
Provo,2022,Unknown,Facets,8.0,North,2,7900.0,1200.0,12
Provo,2022,Unknown,Facets,8.0,North,2,7900.0,360.0,12
Salt Lake,2022,Unknown,New Snow/Old Snow Interface,12.0,Northeast,10,9900.0,4800.0,12
Salt Lake,2022,Skier,Density Change,15.0,Northeast,10,9200.0,240.0,12
Salt Lake,2022,Skier,New Snow/Old Snow Interface,12.0,North,10,9600.0,1200.0,12
Salt Lake,2022,Skier,Facets,18.0,East,12,7500.0,600.0,12
Salt Lake,2022,Unknown,Facets,24.0,North,12,7200.0,120.0,12
Ogden,2022,Skier,Facets,18.0,Northeast,12,7500.0,1500.0,12
Logan,2022,Snowboarder,Depth Hoar,24.0,East,13,7100.0,1200.0,12
Salt Lake,2022,Skier,Facets,36.0,North,13,7800.0,2400.0,12
Logan,2022,Snow Bike,Facets,24.0,East,11,7800.0,1200.0,12
Moab,2022,Natural,Facets,36.0,Northwest,13,11100.0,1200.0,12
Moab,2022,Natural,Facets,30.0,Northeast,13,11200.0,9600.0,12
Moab,2022,Natural,Facets,30.0,Northeast,13,10800.0,2400.0,12
Logan,2022,Natural,Facets,24.0,East,13,7400.0,15000.0,12
Provo,2022,Natural,Facets,48.0,East,15,10200.0,9600.0,12
Moab,2022,Natural,Facets,24.0,North,13,10400.0,7200.0,12
Uintas,2022,Snowmobiler,Facets,36.0,Northeast,16,9900.0,3600.0,12
Uintas,2022,Unknown,Facets,36.0,East,13,9600.0,1800.0,12
Ogden,2022,Skier,Facets,36.0,Northeast,15,8000.0,1200.0,12
Skyline,2022,Snowmobiler,Facets,30.0,North,16,10100.0,1200.0,12
Uintas,2022,Snowmobiler,Facets,48.0,Northeast,16,10100.0,4800.0,12
Uintas,2022,Unknown,Facets,60.0,Southeast,17,10200.0,3600.0,12
Uintas,2022,Unknown,Unknown,48.0,Northeast,17,10200.0,2100.0,12
Skyline,2022,Snowmobiler,Facets,24.0,Northeast,17,10500.0,3000.0,12
Logan,2022,Natural,Facets,48.0,Northwest,15,8400.0,15000.0,12
Uintas,2022,Snowmobiler,Facets,30.0,Northeast,18,10200.0,2400.0,12
Logan,2022,Natural,Facets,24.0,East,21,7400.0,6000.0,12
Salt Lake,2022,Natural,Unknown,12.0,Southeast,22,9800.0,2400.0,12
Uintas,2022,Natural,Facets,30.0,Northeast,21,9600.0,4800.0,12
Logan,2022,Natural,Facets,16.0,East,21,6200.0,720.0,12
Uintas,2022,Explosive,Facets,48.0,Northeast,24,10000.0,4800.0,12
Skyline,2022,Natural,Facets,30.0,East,22,10100.0,6000.0,12
Logan,2022,Natural,Ground Interface,8.0,East,27,6500.0,2400.0,12
Ogden,2022,Skier,Facets,24.0,East,28,7100.0,7200.0,12
Salt Lake,2022,Skier,Density Change,18.0,East,29,10000.0,8400.0,12
Salt Lake,2022,Unknown,Facets,42.0,Northwest,28,8000.0,1500.0,12
Logan,2022,Natural,Facets,36.0,East,31,8500.0,27000.0,12
Logan,2022,Natural,Facets,36.0,East,31,8500.0,27000.0,12
Salt Lake,2022,Unknown,New Snow/Old Snow Interface,24.0,North,31,9400.0,240.0,12
Moab,2022,Natural,Facets,48.0,Northwest,27,11500.0,6000.0,12
Moab,2022,Natural,Facets,48.0,Unknown,27,11700.0,3600.0,12
Moab,2022,Natural,Facets,48.0,Northeast,27,11800.0,2400.0,12
Moab,2022,Natural,Facets,48.0,Northeast,27,11800.0,2400.0,12
Moab,2022,Natural,Facets,48.0,Northeast,27,11800.0,4800.0,12
Moab,2022,Natural,Facets,48.0,Southeast,27,1578.8350062525,92275.9421140871,12
Moab,2022,Natural,Facets,48.0,East,27,11100.0,2400.0,12
Moab,2022,Natural,Facets,48.0,Northeast,27,11200.0,9600.0,12
Moab,2022,Natural,Facets,48.0,Unknown,27,11200.0,8400.0,12
Moab,2022,Natural,Facets,48.0,Southwest,27,11700.0,7200.0,12
Moab,2022,Natural,Facets,48.0,North,27,10800.0,6000.0,12
Moab,2022,Natural,Unknown,18.0,Northeast,25,11600.0,12000.0,10
Salt Lake,2023,Skier,New Snow,18.0,North,1,9400.0,360.0,1
Ogden,2022,Skier,Unknown,36.0,Northeast,31,9300.0,12000.0,12
Logan,2023,Unknown,Facets,72.0,East,1,8900.0,8400.0,1
Ogden,2022,Natural,Facets,48.0,Northeast,31,7800.0,3600.0,12
Skyline,2023,Snowmobiler,Facets,72.0,Northeast,2,10000.0,7200.0,1
Uintas,2023,Snowmobiler,Facets,24.0,Northwest,2,9600.0,1200.0,1
Uintas,2023,Unknown,Facets,24.0,Northeast,3,8300.0,1200.0,1
Moab,2023,Natural,Facets,72.0,North,2,11700.0,6000.0,1
Moab,2023,Natural,Facets,60.0,Northeast,2,11800.0,4800.0,1
Skyline,2023,Natural,Facets,42.0,Northeast,1,10400.0,7200.0,1
Uintas,2023,Natural,Facets,36.0,North,2,9600.0,4200.0,1
Moab,2023,Natural,Facets,60.0,Northeast,2,11200.0,8400.0,1
Moab,2023,Natural,Facets,72.0,Northwest,2,11600.0,12000.0,1
Moab,2023,Natural,New Snow,24.0,Northeast,4,12000.0,5400.0,1
Uintas,2023,Unknown,Facets,36.0,Northeast,1,10100.0,4800.0,1
Uintas,2023,Natural,Density Change,12.0,North,5,10600.0,480.0,1
Uintas,2023,Unknown,Facets,36.0,North,1,10200.0,3000.0,1
Salt Lake,2023,Natural,New Snow,14.0,Northeast,6,8900.0,1800.0,1
Logan,2023,Natural,Facets,48.0,Northeast,6,9000.0,9600.0,1
Moab,2023,Natural,Facets,42.0,Northwest,2,10700.0,15000.0,1
Logan,2023,Skier,Facets,72.0,East,8,8000.0,21000.0,1
Salt Lake,2023,Snowboarder,Unknown,5.0,Northwest,8,10200.0,15000.0,1
Salt Lake,2023,Natural,Unknown,6.0,Northeast,7,8800.0,1200.0,1
Salt Lake,2023,Skier,Unknown,12.0,Northwest,8,9700.0,600.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,12.0,North,10,9600.0,1200.0,1
Skyline,2023,Natural,Facets,48.0,Northeast,11,8700.0,1200.0,1
Salt Lake,2023,Natural,Facets,72.0,Northeast,12,10200.0,21000.0,1
Logan,2023,Natural,Facets,72.0,Northeast,11,8800.0,27000.0,1
Logan,2023,Natural,Facets,60.0,East,11,8400.0,21000.0,1
Skyline,2023,Explosive,Facets,48.0,Northeast,12,8700.0,1200.0,1
Logan,2023,Natural,Facets,60.0,Northeast,11,8400.0,27000.0,1
Salt Lake,2023,Skier,Density Change,8.0,Northeast,15,8400.0,1200.0,1
Salt Lake,2023,Skier,New Snow,8.0,North,15,9000.0,1200.0,1
Salt Lake,2023,Natural,New Snow,12.0,East,15,9500.0,7200.0,1
Salt Lake,2023,Skier,New Snow,6.0,North,15,8100.0,2400.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,8.0,Northeast,15,9100.0,3600.0,1
Salt Lake,2023,Skier,New Snow,8.0,North,15,10400.0,1800.0,1
Salt Lake,2023,Skier,Unknown,12.0,Northeast,15,9400.0,3600.0,1
Salt Lake,2023,Natural,New Snow/Old Snow Interface,8.0,Southeast,15,7800.0,3600.0,1
Salt Lake,2023,Skier,Density Change,16.0,North,15,10200.0,4800.0,1
Salt Lake,2023,Skier,Density Change,10.0,Southeast,15,9800.0,240.0,1
Provo,2023,Natural,Density Change,18.0,North,15,9600.0,4200.0,1
Salt Lake,2023,Skier,Unknown,4.0,Northwest,15,7800.0,3600.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,3.0,Northwest,15,8000.0,240.0,1
Salt Lake,2023,Skier,Unknown,6.0,North,16,10300.0,6000.0,1
Salt Lake,2023,Skier,Unknown,18.0,Southeast,16,10100.0,4800.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,12.0,North,16,7900.0,600.0,1
Salt Lake,2023,Skier,New Snow,36.0,Southwest,21,10400.0,720.0,1
Skyline,2023,Natural,Density Change,8.0,Southeast,21,10200.0,1200.0,1
Moab,2023,Natural,Facets,48.0,North,17,10400.0,18000.0,1
Salt Lake,2023,Skier,Unknown,5.0,South,23,953.1500948287,1667.9588040731,1
Logan,2023,Natural,Wet grains,12.0,South,23,7500.0,5400.0,1
Ogden,2023,Skier,New Snow/Old Snow Interface,4.0,Northeast,23,7400.0,600.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,12.0,East,25,1417.1176985581,2834.3558140122,1
Salt Lake,2023,Snowboarder,Density Change,18.0,Southeast,26,10300.0,9600.0,1
Provo,2023,Snowmobiler,Unknown,6.0,East,27,8000.0,600.0,1
Salt Lake,2023,Skier,Facets,18.0,North,28,7300.0,3600.0,1
Salt Lake,2023,Natural,New Snow/Old Snow Interface,18.0,North,28,10300.0,4200.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,14.0,Northeast,28,9300.0,7200.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,24.0,West,28,9200.0,3000.0,1
Uintas,2023,Skier,Facets,18.0,Northwest,28,8400.0,7200.0,1
Logan,2023,Hiker,Facets,48.0,East,28,7700.0,1200.0,1
Salt Lake,2023,Hiker,Unknown,12.0,North,28,6800.0,720.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,30.0,Southeast,29,10400.0,7200.0,1
Salt Lake,2023,Snowboarder,Unknown,24.0,North,28,6000.0,3600.0,1
Salt Lake,2023,Snowboarder,Unknown,36.0,Southeast,29,9100.0,3600.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,12.0,South,28,9900.0,12000.0,1
Salt Lake,2023,Skier,Facets,24.0,Southwest,30,9900.0,3600.0,1
Logan,2023,Natural,Facets,36.0,Southeast,29,9600.0,8400.0,1
Salt Lake,2023,Natural,Facets,20.0,Southeast,30,9400.0,3000.0,1
Logan,2023,Natural,Facets,30.0,South,29,8500.0,21000.0,1
Salt Lake,2023,Natural,Unknown,8.0,East,30,10800.0,1200.0,1
Logan,2023,Natural,Unknown,24.0,South,29,9600.0,7200.0,1
Logan,2023,Natural,Facets,18.0,South,29,6700.0,3600.0,1
Uintas,2023,Skier,Unknown,3.0,North,3,9700.0,1500.0,2
Logan,2023,Natural,Facets,24.0,East,29,8800.0,6000.0,1
Salt Lake,2023,Skier,New Snow/Old Snow Interface,8.0,North,3,9300.0,120.0,2
Salt Lake,2023,Skier,New Snow/Old Snow Interface,6.0,West,3,9000.0,240.0,2
Provo,2023,Unknown,Unknown,8.0,Southeast,3,7800.0,3000.0,2
Ogden,2023,Skier,Unknown,36.0,East,5,7600.0,720.0,2
Provo,2023,Natural,Facets,10.0,Southeast,30,10300.0,39000.0,1
Salt Lake,2023,Snowboarder,New Snow,10.0,Northwest,6,10200.0,3600.0,2
Salt Lake,2023,Snowboarder,Density Change,12.0,West,7,9400.0,3600.0,2
Salt Lake,2023,Unknown,Density Change,24.0,South,7,10400.0,10800.0,2
Logan,2023,Skier,Unknown,10.0,Northeast,11,9000.0,6000.0,2
Salt Lake,2023,Skier,Density Change,10.0,Northwest,15,8700.0,7200.0,2
Salt Lake,2023,Skier,New Snow,6.0,Southwest,15,8500.0,120.0,2
Salt Lake,2023,Skier,New Snow/Old Snow Interface,8.0,East,19,10300.0,960.0,2
Salt Lake,2023,Natural,New Snow/Old Snow Interface,12.0,West,19,5800.0,2400.0,2
Ogden,2023,Skier,Density Change,6.0,North,21,7200.0,720.0,2
Salt Lake,2023,Skier,Unknown,14.0,Southeast,22,7500.0,6000.0,2
Logan,2023,Natural,Facets,12.0,Northwest,22,6400.0,9600.0,2
Salt Lake,2023,Natural,Density Change,24.0,Northeast,24,9700.0,3600.0,2
Logan,2023,Natural,Facets,24.0,East,22,6900.0,1200.0,2
Salt Lake,2023,Skier,Density Change,12.0,Northwest,24,8900.0,600.0,2
Salt Lake,2023,Snowboarder,Unknown,12.0,Northeast,25,10200.0,2400.0,2
Uintas,2023,Natural,Density Change,12.0,Northeast,25,10800.0,1800.0,2
Uintas,2023,Natural,Density Change,12.0,Northeast,25,10000.0,3600.0,2
Uintas,2023,Natural,Density Change,12.0,Northeast,25,10500.0,1800.0,2
Skyline,2023,Snowmobiler,New Snow/Old Snow Interface,12.0,Northeast,25,10100.0,6000.0,2
Skyline,2023,Natural,New Snow/Old Snow Interface,12.0,Northeast,26,10200.0,6000.0,2
Salt Lake,2023,Skier,Unknown,12.0,Northwest,25,9000.0,720.0,2
Salt Lake,2023,Unknown,Unknown,36.0,Northwest,26,9800.0,1200.0,2
Uintas,2023,Skier,Facets,24.0,North,26,6900.0,1200.0,2
Logan,2023,Natural,Facets,18.0,North,27,6400.0,15000.0,2
Moab,2023,Natural,Unknown,30.0,North,23,10600.0,4800.0,2
Moab,2023,Natural,Unknown,36.0,Northwest,23,11400.0,1500.0,2
Logan,2023,Natural,Unknown,12.0,North,28,5600.0,1500.0,2
Logan,2023,Skier,Facets,24.0,East,28,8000.0,7200.0,2
Salt Lake,2023,Natural,New Snow,6.0,Northeast,1,10500.0,1200.0,3
Logan,2023,Unknown,Facets,18.0,West,1,6800.0,1080.0,3
Salt Lake,2023,Skier,Facets,24.0,Northwest,2,10000.0,3000.0,3
Logan,2023,Snowmobiler,Facets,48.0,Southeast,2,9000.0,9600.0,3
Logan,2023,Snowmobiler,Facets,30.0,North,1,9100.0,8400.0,3
Salt Lake,2023,Skier,Density Change,16.0,North,4,9600.0,240.0,3
Uintas,2023,Skier,Density Change,16.0,Northeast,4,10200.0,1200.0,3
Uintas,2023,Natural,Unknown,36.0,North,4,9600.0,4800.0,3
Logan,2023,Natural,New Snow/Old Snow Interface,11.0,North,5,6200.0,9600.0,3
Ogden,2023,Skier,Density Change,18.0,East,5,8600.0,4200.0,3
Logan,2023,Natural,New Snow/Old Snow Interface,6.0,North,6,5100.0,480.0,3
Ogden,2023,Skier,Density Change,24.0,Southeast,9,9400.0,5400.0,3
Salt Lake,2023,Natural,Unknown,14.0,South,9,9000.0,18000.0,3
Skyline,2023,Natural,Facets,30.0,East,11,8200.0,7200.0,3
Salt Lake,2023,Skier,New Snow,3.0,Northeast,11,8000.0,720.0,3
Salt Lake,2023,Snowboarder,Unknown,4.0,Northeast,11,8800.0,4800.0,3
Salt Lake,2023,Natural,Unknown,36.0,East,11,9800.0,8400.0,3
Provo,2023,Unknown,Facets,42.0,West,11,9300.0,21000.0,3
Salt Lake,2023,Natural,Unknown,24.0,West,11,9000.0,7200.0,3
Logan,2023,Natural,Wet grains,18.0,North,10,5200.0,4200.0,3
Logan,2023,Natural,Wet grains,16.0,North,10,6400.0,6000.0,3
Uintas,2023,Natural,New Snow/Old Snow Interface,30.0,Northeast,10,10400.0,4800.0,3
Uintas,2023,Natural,New Snow/Old Snow Interface,24.0,Northeast,10,10500.0,3600.0,3
Logan,2023,Natural,Wet grains,30.0,West,15,6500.0,9600.0,3
Salt Lake,2023,Natural,Facets,24.0,North,15,9600.0,2400.0,3
Logan,2023,Natural,Wet grains,30.0,North,15,6600.0,18000.0,3
Logan,2023,Natural,Unknown,24.0,Unknown,15,5100.0,120.0,3
Logan,2023,Natural,New Snow/Old Snow Interface,12.0,Northwest,15,8600.0,4200.0,3
Salt Lake,2023,Natural,New Snow/Old Snow Interface,12.0,North,16,10200.0,4800.0,3
Logan,2023,Natural,Ground Interface,24.0,North,15,5600.0,5400.0,3
Logan,2023,Natural,Wet grains,24.0,Northeast,15,6600.0,9600.0,3
Salt Lake,2023,Skier,Density Change,3.0,Northeast,16,8800.0,2400.0,3
Logan,2023,Natural,Wet grains,30.0,North,15,6300.0,7200.0,3
Salt Lake,2023,Skier,Graupel,12.0,Southeast,16,9800.0,1800.0,3
Logan,2023,Natural,Wet grains,12.0,South,15,6800.0,4200.0,3
Uintas,2023,Natural,Facets,30.0,Northeast,17,9200.0,2400.0,3
Uintas,2023,Unknown,Unknown,48.0,East,15,9800.0,9600.0,3
Salt Lake,2023,Natural,Graupel,14.0,North,19,9700.0,600.0,3
Uintas,2023,Snowmobiler,Facets,36.0,Northeast,19,10800.0,6000.0,3
Logan,2023,Natural,Ground Interface,36.0,East,15,6000.0,8400.0,3
Logan,2023,Natural,Unknown,3.0,Northwest,21,8000.0,480.0,3
Skyline,2023,Snowmobiler,Unknown,18.0,East,25,10500.0,1800.0,2
Salt Lake,2023,Natural,Unknown,8.0,Southwest,21,9200.0,7200.0,3
Skyline,2023,Natural,Density Change,20.0,Northeast,22,9000.0,3600.0,3
Salt Lake,2023,Skier,Unknown,12.0,West,23,10300.0,2400.0,3
Salt Lake,2023,Skier,Unknown,12.0,Northeast,23,9700.0,7200.0,3
Abajos,2023,Skier,Density Change,24.0,East,24,10000.0,7200.0,3
Salt Lake,2023,Natural,Unknown,12.0,Southwest,24,9200.0,1200.0,3
Provo,2023,Skier,Unknown,10.0,South,25,9700.0,1800.0,3
Logan,2023,Natural,New Snow/Old Snow Interface,36.0,East,25,8600.0,30000.0,3
Moab,2023,Natural,Unknown,24.0,Northwest,22,9600.0,18000.0,3
Logan,2023,Natural,New Snow/Old Snow Interface,36.0,East,25,8500.0,30000.0,3
Logan,2023,Natural,New Snow/Old Snow Interface,36.0,East,25,8500.0,30000.0,3
Provo,2023,Natural,Unknown,144.0,West,24,8000.0,7200.0,3
Salt Lake,2023,Skier,Density Change,12.0,North,26,9600.0,10800.0,3
Moab,2023,Natural,Facets,60.0,West,22,11100.0,2400.0,3
Moab,2023,Natural,Facets,60.0,West,22,11100.0,3600.0,3
Salt Lake,2023,Natural,New Snow/Old Snow Interface,48.0,East,28,9700.0,8400.0,3
Salt Lake,2023,Snowboarder,Density Change,12.0,West,28,10100.0,3600.0,3
Ogden,2023,Unknown,Unknown,24.0,East,28,7000.0,8400.0,3
Salt Lake,2023,Skier,Unknown,10.0,Southwest,30,9400.0,2400.0,3
Ogden,2023,Snowmobiler,Unknown,10.0,Northeast,30,8200.0,120.0,3
Provo,2023,Skier,Unknown,10.0,West,31,7200.0,360.0,3
Provo,2023,Natural,Unknown,120.0,Northeast,31,10800.0,18000.0,3
Uintas,2023,Natural,New Snow/Old Snow Interface,24.0,East,31,9500.0,10800.0,3
Uintas,2023,Natural,New Snow/Old Snow Interface,24.0,Southeast,31,9600.0,4800.0,3
Salt Lake,2023,Natural,Unknown,36.0,Southeast,2,8900.0,360.0,4
Salt Lake,2023,Skier,Density Change,8.0,North,3,9900.0,3000.0,4
Salt Lake,2023,Snowmobiler,Facets,36.0,East,27,10400.0,27000.0,3
Salt Lake,2023,Natural,New Snow,20.0,Northeast,4,7800.0,5400.0,4
Logan,2023,Natural,Facets,42.0,East,5,8800.0,33000.0,4
Logan,2023,Natural,New Snow/Old Snow Interface,24.0,Southwest,4,8900.0,9600.0,4
Salt Lake,2023,Explosive,New Snow/Old Snow Interface,84.0,South,6,10000.0,15000.0,4
Logan,2023,Natural,Wet grains,18.0,North,6,6500.0,7200.0,4
Uintas,2023,Natural,Density Change,18.0,Southeast,6,9900.0,2400.0,4
Salt Lake,2023,Natural,Unknown,48.0,West,7,9100.0,1200.0,4
Logan,2023,Natural,New Snow/Old Snow Interface,8.0,North,5,5100.0,1800.0,4
Logan,2023,Natural,New Snow/Old Snow Interface,36.0,East,7,8600.0,21000.0,4
Logan,2023,Natural,New Snow/Old Snow Interface,36.0,Northeast,7,9300.0,18000.0,4
Logan,2023,Natural,New Snow/Old Snow Interface,24.0,Southeast,8,8500.0,24000.0,4
Logan,2023,Natural,Wet grains,12.0,West,8,6400.0,7200.0,4
Logan,2023,Natural,Wet grains,12.0,North,8,6200.0,7200.0,4
Logan,2023,Natural,Wet grains,24.0,South,8,8000.0,21000.0,4
Logan,2023,Skier,Wet grains,12.0,West,8,6400.0,4200.0,4
Logan,2023,Natural,Facets,72.0,East,9,8300.0,27000.0,4
Salt Lake,2023,Unknown,Unknown,24.0,South,9,10500.0,24000.0,4
Ogden,2023,Natural,Unknown,36.0,West,9,9200.0,33000.0,4
Logan,2023,Natural,Wet grains,16.0,Northwest,9,8000.0,6000.0,4
Logan,2023,Natural,New Snow/Old Snow Interface,48.0,East,9,8500.0,27000.0,4
Logan,2023,Natural,Wet grains,30.0,East,8,7600.0,12000.0,4
Uintas,2023,Skier,Facets,48.0,Southeast,9,10400.0,15000.0,3
Logan,2023,Natural,Wet grains,12.0,East,9,6700.0,4800.0,4
Logan,2023,Natural,Wet grains,8.0,East,10,6000.0,600.0,4
Logan,2023,Unknown,New Snow,20.0,East,4,7400.0,5400.0,4
Logan,2023,Natural,Wet grains,16.0,Southeast,8,8400.0,27000.0,4
Logan,2023,Natural,Wet grains,12.0,West,11,7600.0,6000.0,4
Logan,2023,Natural,Wet grains,30.0,Southeast,11,8000.0,21000.0,4
Salt Lake,2023,Natural,Unknown,30.0,West,11,9100.0,1200.0,4
Logan,2023,Natural,Ground Interface,30.0,West,11,5300.0,3000.0,4
Uintas,2023,Unknown,Unknown,48.0,North,12,11800.0,8400.0,4
Logan,2023,Natural,Wet grains,18.0,East,11,9000.0,6000.0,4
Logan,2023,Natural,Facets,48.0,Northeast,4,9600.0,9600.0,4
