Date,;Region,Place,;Trigger,;Weak Layer,Depth_inches,Width_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates,Comments 1
1/18/2020,Ogden,Farmington Lakes,Snowmobiler,Facets,36.0,2400.0,4800.0,East,8400.0,"40.975547915289, -111.821981751360","The snow profile was recorded in the location marked by a red circle in the photo below. A short discussion is in the video below. We found the same weak layer on Jan 9th five miles  to the south above the town of Bountiful. It can be viewed HERE and the full observation HERE. It was an interesting weak layer because we had not seen avalanches happening on this weak layer or any other signs of instability other than the results from Extended Column Tests. We revisited the area above Bountiful on Jan 14 during a storm (observation HERE) and were unable to see if any avalanches had occurred on this weak layer. Despite continual loading on this layer, ECT scores had climbed into the 20s and not all columns were propagating which was a positive sign.




"
1/21/2020,Logan,Red Slide,Natural,Wet grains,24.0,1200.0,8400.0,East,6200.0,"41.700610019817, -112.015367733500","A moderate sized wet slough likely occurred Tuesday afternoon (as it wasn’t there Tuesday morning) on the Mendon Rock Slide south of Straight Hollow.  The slide path began in the solar-effected cliff area at center-top of the rock slide and ran 700 vertical feet to the base of the rock slide.  The path was littered with microwave-oven sized chunks of snow, but the deposition in the runout area was minimal, likely indicating a slow-mover.  
"
1/21/2020,Moab,Moab,Natural,Facets,20.0,600.0,4800.0,Northeast,10900.0,"38.447740761852, -109.259891497540","Avalanche is one of the few repeat runners in an overall relatively inactive season. Path has run on or around Nov 21, Dec 27, and Jan 21. May have been started by a loose sluff from above and is a triggered wind slab under the cliffs. The weak layer is likely facets that have formed near the rocks in this shallow, repeat running slide path. 

Location photo (Trenbeath)



Detail with old debris (Trenbeath)



Avalanche (Dave Garcia)
"
1/22/2020,Moab,Moab,Natural,Facets,18.0,2100.0,10800.0,North,10700.0,"38.453991997853, -109.261865603390","These three avalanches are being recorded as one event that likely occurred during a period of high winds on the night of Jan 22. Dimensions were given for the combined width of slide 1 and 2, and length was given for slides 1 and 3. 



As a combined event brought in by wind loading, slides 1 and 2 are likely connected in their starting zones. Slide 2 triggered slide 3 as it ran over the breakover. 



Lower portion of slide 1 just above the breakover. The upper release pulled out this lower slab. 





Slide 2



Slide 3
"
1/26/2020,Skyline,Lake Canyon,Natural,Unknown,12.0,1200.0,4800.0,East,10100.0,"39.574841298847, -111.314764010070","This is one of the usual suspects and often naturally avalanches during windy periods.
"
1/25/2020,Uintas,Moffit Basin,Snowmobiler,Facets,30.0,3600.0,3000.0,Southeast,10300.0,"40.843554187420, -111.010301100410","Occurring on an upper elevation southeast facing slope, details are hazy, but here's what I do know... breaking 2'-3' deep and 300' wide on a mid slope breakover, this is a significant piece of snow. Fortunately, everyone came out unscathed. I'll take a look at this avalanche today and report back with snow structure and more details. Huge thanks to Pro Snowmobile Guide ""Bayou Dave"" from 1000 Peaks Snowmobile Adventures for keeping us in the loop with all the great info and pictures.
"
2/1/2020,Salt Lake,Mill B South,Skier,Unknown,24.0,1200.0,4800.0,Southwest,10700.0,"40.596390813614, -111.668257700500","Saw from a distance what appears to be a new slide just up canyon of the previous SW facing avalanches in Mill B South. Too far away to know any details but looked recent from afar.
"
2/3/2020,Salt Lake,Memorials,Natural,New Snow/Old Snow Interface,24.0,600.0,3000.0,Northeast,8200.0,"40.658308380861, -111.771898256840","Failed on top of slick crust that I assume formed over the warm weekend.  This crust was prevalent throughout our tour at varying depths due to wind during Monday's storm, but generally found about 24"" down from the snow surface.  Generally this crust was thin very thin and breakable but under the cliff where the slide occurred was about 2"" thick.  Slide was triggered from snow sluffing off of the rocks above and initially penetrated through the crust directly under the rocks but propagation only occurred above this crust layer.

 

 
"
2/3/2020,Moab,Moab,Natural,New Snow/Old Snow Interface,12.0,600.0,2400.0,Northeast,11000.0,"38.448950720764, -109.260063158910","Small avalanche below the cliff bands at the top of Tele Gold.  Picture doesn't show it well due to afternoon shade!
"
2/6/2020,Logan,Hatties Bowl,Skier,New Snow/Old Snow Interface,12.0,1200.0,4200.0,East,6700.0,"41.846834929008, -111.593906866630","We intentionally triggered a storm slab avalanche consisting of heavy new snow.  It was very sensitive, just requiring a small chunk of cornice.   We also triggered some long shooting cracks in the drifted snow along the ridge.
"
2/7/2020,Logan,Dugway,Natural,New Snow/Old Snow Interface,12.0,480.0,5609.861755103136,West,16309.762274174713,"41.825188277932, -111.599764811110","Natural avalanche cycle at the Dugway around 3pm. Very warm temps and rain likely cause. Over past two days measured 26 cm snow containing 80mm H2O. Super saturated snowpack at low and mid elevations. Multiple loose wet slides hit the road, all about 1' deep and 30-50' wide, running about 3-400' vertical. 3-5' deep debris ran just over the center line for about 100 yds. Multiple other similar avalanches occurred in the Dugway cirque area at the same time with one coming down into the river.

 

*Fisherman might want to stay out from under steep slopes that are above river. 
"
2/7/2020,Skyline,Ephraim Canyon,Snowmobiler,Density Change,20.0,960.0,960.0,Northeast,10300.0,"39.292089875169, -111.459860788910","This little pocket was the result of recent wind drifted snow.  The wind had deposited about 3 distinct layers during the last storm.  The avalanche only involved new snow and did not appear to break into older snow.  This is a typical location for a slide like this; upper elevation steep slope on the lee side of a ridge where wind deposits snow.
"
2/7/2020,Logan,Old Logway,Natural,New Snow/Old Snow Interface,36.0,4200.0,27000.0,East,8600.0,"41.671469294954, -112.026965605290","I could see evidence of fairly widespread natural activity that occurred during the recent storm, including this in Old Logway Canyon.
"
2/8/2020,Skyline,Cabin Hollow,Snowmobiler,Unknown,24.0,2400.0,480.0,East,9100.0,"39.730661160758, -111.332788454640","Small slide, slow moving slide that were triggered by two snowmobilers. Both were okay, stayed on top of the snow. 
"
2/8/2020,Skyline,Big Drift/Skyline Summit,Snowmobiler,Unknown,36.0,2400.0,3600.0,Northeast,9700.0,"39.622567560117, -111.314635264030","This was a snowmobile triggered avalanche.  No one was caught or injured in it.  Close call though.......
"
2/8/2020,Skyline,Wedding Ring Ridge,Natural,Unknown,36.0,4800.0,6000.0,Northeast,9900.0,"39.608040099296, -111.292362200390","This is probably the largest avalanche we've seen on the Skyline during the 2019-2020 winter season so far.  It most likely released naturally from continued wind loading.  Timing of release is estimated on Saturday but it's possible it released on Friday.  There were snowmobile tracks that the debris overran indicating that people were below this slope not long before it avalanched.  There is a slight possiblity that it could have been snowmobile triggered but this slope frequently avalanches during windy periods like we've seen over the last three days.
"
2/7/2020,Salt Lake,Silver Fork,Natural,Unknown,18.0,6000.0,3000.0,West,9200.0,"40.605677220955, -111.623346792780","Interesting avalanche above and into the main gully of Silver Fork. I was unable to spend time to evaluate failure interfaces. This is a funky spot that is always on my mind as a real problem area when traveling through Silver Fork during periods of elevated hazard, and this is the first time I've actually ever seen a slide. 
"
2/8/2020,Uintas,Double Hill,Snowmobiler,Unknown,36.0,1200.0,960.0,East,10600.0,"40.806403389459, -110.953545557670","We witnessed this snowmobile triggered slide from 08 Feb 2020 on 09 Feb 2020. Based on the snow conditions on Saturday, and the avalanche danger, it was no surprise that we saw slides like this. The wind had filled in sled tracks in and out of this slide area.
"
2/6/2020,Logan,Steam Mill #3,Natural,New Snow/Old Snow Interface,24.0,3000.0,7200.0,East,9000.0,"41.959873048353, -111.621158110210","This large recent natural likely released on 2-6.  It was pretty blown-in and the bed surface was covered by heavy snow and graupel from Friday.  This made for pretty good skiing conditions....
"
2/7/2020,Skyline,Big Horseshoe,Natural,Density Change,36.0,7200.0,12000.0,Northeast,10900.0,"39.374078835889, -111.423597323040","This is one of a number of natural avalanches that occurred during the windy storm.  It involved only the upper layers of the snowpack.
"
